chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
12,+,chr12:8913895-8941466,ENSG00000111752,PHC1,protein_coding,2,8934660,intron,314,8941461,utr3,5689,0.23822,-0.13518,0.52,0.46,0.90678,0.8996,composite,control_down
10,-,chr10:121478333-121598457,ENSG00000066468,FGFR2,protein_coding,2,121520662,intron,790,121478333,utr3,11636,0.06992,-0.05454,0.45,0.42,0.9073,0.90673,composite,control_down
1,+,chr1:173863247-173863940,ENSG00000270084,GAS5-AS1,antisense_RNA,2,173863404,exon,274,173863938,exon,659,-0.13308,0.09448,0.44,0.49,0.90731,0.90564,same,control_up
11,+,chr11:9460318-9528523,ENSG00000166478,ZNF143,protein_coding,2,9528273,utr3,1940,9528522,utr3,8729,-0.03711,0.02848,0.51,0.5,0.90743,0.90762,same,control_up
4,+,chr4:89879531-89954628,ENSG00000138722,MMRN1,protein_coding,2,89953864,utr3,1116,89954626,utr3,1828,0.1156,-0.09921,0.43,0.38,0.90798,0.90479,same,control_down
17,-,chr17:59952239-59964760,ENSG00000189050,RNFT1,protein_coding,2,59958891,intron,333,59952362,utr3,3735,0.08924,-0.05984,0.48,0.48,0.90868,0.90816,composite,control_down
15,+,chr15:78507563-78537371,ENSG00000188266,HYKK,protein_coding,2,78536643,utr3,579,78537371,utr3,334,-0.02991,0.03919,0.5,0.51,0.90877,0.90679,skipped,control_up
4,+,chr4:499209-540195,ENSG00000174227,PIGG,protein_coding,2,522841,utr3,1267,539527,utr3,15315,0.07862,-0.05625,0.51,0.49,0.90921,0.90761,skipped,control_down
11,-,chr11:93729947-93784390,ENSG00000166012,TAF1D,protein_coding,2,93738315,utr3,37470,93730281,utr3,47309,0.05533,-0.0553,0.62,0.6,0.90937,0.90937,skipped,control_down
16,+,chr16:14150832-14153234,ENSG00000276564,AC130650.2,lincRNA,2,14152132,exon,510,14153226,exon,723,-0.03613,0.03092,0.51,0.53,0.90951,0.91212,same,control_up
3,+,chr3:128153453-128408645,ENSG00000132394,EEFSEC,protein_coding,2,128347253,intron,3043,128408644,utr3,959,0.00551,-0.007,0.54,0.54,0.90957,0.90951,composite,control_down
2,-,chr2:95087206-95147328,ENSG00000144029,MRPS5,protein_coding,2,95145011,intron,22124,95087207,utr3,36159,-0.03233,0.03188,0.56,0.56,0.90965,0.90965,skipped,control_up
7,+,chr7:12686855-12690933,ENSG00000122644,ARL4A,protein_coding,2,12689174,utr3,16605,12690133,utr3,2526,-0.02283,0.03714,0.53,0.54,0.90975,0.91067,same,control_up
2,-,chr2:55174790-55232562,ENSG00000162994,CLHC1,protein_coding,2,55226408,intron,544,55175647,utr3,3424,0.04832,-0.03116,0.54,0.55,0.91006,0.91006,composite,control_down
X,+,chrX:46573783-46598407,ENSG00000147119,CHST7,protein_coding,2,46598194,utr3,922,46598397,utr3,3733,-0.01199,0.00861,0.53,0.52,0.91018,0.90937,same,control_up
X,+,chrX:1732583-1755984,ENSG00000223511,AL683807.1,lincRNA,2,1744606,intron,1757,1745628,intron,253,0.00803,-0.01477,0.54,0.51,0.91019,0.90673,composite,control_down
12,-,chr12:49019197-49059773,ENSG00000167548,KMT2D,protein_coding,2,49020405,utr3,1225,49019237,utr3,5978,0.03373,-0.02716,0.52,0.5,0.91112,0.90957,same,control_down
12,+,chr12:6873568-6913743,ENSG00000010626,LRRC23,protein_coding,2,6907663,utr3,910,6911495,intron,304,0.0704,-0.10989,0.5,0.44,0.91127,0.92386,skipped,control_down
17,-,chr17:62003699-62007517,ENSG00000279133,AC018628.1,TEC,2,62003969,exon,1046,62003699,exon,3409,0.12092,-0.08518,0.55,0.53,0.91144,0.90951,same,control_down
1,+,chr1:150549368-150560936,ENSG00000143382,ADAMTSL4,protein_coding,2,150558744,utr3,691,150560925,utr3,1516,0.09563,-0.06221,0.3,0.3,0.91164,0.90975,skipped,control_down
12,-,chr12:57723760-57742156,ENSG00000135439,AGAP2,protein_coding,2,57725197,utr3,1630,57723762,utr3,632,0.04222,-0.05572,0.53,0.51,0.91174,0.90937,same,control_down
3,-,chr3:53224706-53256051,ENSG00000163931,TKT,protein_coding,2,53225659,utr3,57177,53224713,utr3,3597,-0.00756,0.00858,0.52,0.52,0.91233,0.91303,same,control_up
13,-,chr13:21372572-21459369,ENSG00000180776,ZDHHC20,protein_coding,2,21450475,intron,4605,21372577,utr3,51710,0.00392,-0.00336,0.53,0.53,0.91236,0.91216,composite,control_down
12,-,chr12:101155492-101210406,ENSG00000256870,SLC5A8,protein_coding,2,101156978,utr3,2690,101156216,utr3,661,0.02867,-0.04206,0.58,0.57,0.91248,0.91241,same,control_down
10,+,chr10:92593285-92655394,ENSG00000138160,KIF11,protein_coding,2,92653856,utr3,577,92655392,utr3,4430,0.01945,-0.01085,0.8,0.8,0.91252,0.90183,same,control_down
10,+,chr10:69269983-69401881,ENSG00000156515,HK1,protein_coding,2,69378303,intron,3858,69401878,utr3,32997,0.09585,-0.08896,0.53,0.51,0.91316,0.91303,composite,control_down
19,-,chr19:34593328-34675698,ENSG00000205209,SCGB2B2,protein_coding,2,34631723,intron,586,34618944,intron,717,0.16716,-0.15583,0.55,0.5,0.91321,0.91264,composite,control_down
1,-,chr1:86862444-86914423,ENSG00000183291,SELENOF,protein_coding,2,86862721,utr3,119758,86862446,utr3,43659,0.01317,-0.01342,0.52,0.5,0.91335,0.91316,same,control_down
15,-,chr15:73978922-73994621,ENSG00000067221,STOML1,protein_coding,2,73983220,utr3,5830,73978934,utr3,365,0.05851,-0.12687,0.45,0.41,0.91347,0.92366,same,control_down
9,+,chr9:470290-746105,ENSG00000107104,KANK1,protein_coding,2,541646,intron,2279,746102,utr3,29217,0.08102,-0.06867,0.43,0.41,0.91365,0.91361,composite,control_down
12,+,chr12:98645140-98735432,ENSG00000120868,APAF1,protein_coding,2,98654035,intron,1758,98735425,utr3,15826,-0.04203,0.03417,0.49,0.51,0.91426,0.91312,composite,control_up
15,-,chr15:45092649-45114343,ENSG00000140279,DUOX2,protein_coding,2,45105409,intron,438,45092654,utr3,5501,0.16456,-0.08359,0.51,0.45,0.91426,0.91968,composite,control_down
18,+,chr18:76491651-76493917,ENSG00000265778,AC018413.1,antisense_RNA,2,76493572,exon,381,76493912,exon,344,0.00646,-0.00647,0.51,0.53,0.91453,0.91445,same,control_down
1,+,chr1:213983180-214041501,ENSG00000117707,PROX1,protein_coding,2,214041029,utr3,416,214041251,utr3,6964,-0.05998,0.05215,0.56,0.58,0.9146,0.91157,same,control_up
12,-,chr12:121308244-121399895,ENSG00000089053,ANAPC5,protein_coding,2,121329637,intron,5754,121308357,utr3,58499,0.04537,-0.04256,0.53,0.52,0.9147,0.9146,composite,control_down
17,+,chr17:35147816-35189344,ENSG00000141161,UNC45B,protein_coding,2,35186961,utr3,323,35189340,utr3,223,0.10324,-0.12697,0.26,0.24,0.91478,0.91785,same,control_down
6,-,chr6:108041408-108165853,ENSG00000081087,OSTM1,protein_coding,2,108042819,utr3,23976,108041473,utr3,6365,0.05306,-0.05889,0.46,0.42,0.91479,0.91506,same,control_down
11,-,chr11:112143250-112164116,ENSG00000150782,IL18,protein_coding,2,112151854,intron,1456,112143253,utr3,8333,0.02961,-0.02665,0.47,0.47,0.91496,0.9147,composite,control_down
7,+,chr7:108569567-108574849,ENSG00000128590,DNAJB9,protein_coding,2,108574400,utr3,86602,108574847,utr3,16319,0.04047,-0.04361,0.54,0.52,0.91506,0.91506,same,control_down
19,+,chr19:10111537-10115371,ENSG00000244165,P2RY11,protein_coding,2,10111968,intron,550,10115364,utr3,1876,0.08347,-0.0614,0.53,0.51,0.91506,0.91297,composite,control_down
20,-,chr20:46060984-46089951,ENSG00000124160,NCOA5,protein_coding,2,46088879,intron,1105,46062049,utr3,365,0.08594,-0.10257,0.58,0.55,0.91507,0.91335,composite,control_down
6,-,chr6:143940299-144064598,ENSG00000118495,PLAGL1,protein_coding,2,143980411,intron,2878,143940301,utr3,14278,-0.01229,0.01021,0.38,0.39,0.91559,0.91559,composite,control_up
6,+,chr6:30983717-30989902,ENSG00000204544,MUC21,protein_coding,2,30988546,utr3,2883,30989899,utr3,2876,-0.24267,0.24381,0.73,0.8,0.91564,0.91564,same,control_up
14,-,chr14:71292728-71321813,ENSG00000259146,AC005476.2,antisense_RNA,2,71307170,exon,365,71292729,exon,478,0.04819,-0.04349,0.53,0.49,0.91567,0.91478,skipped,control_down
1,+,chr1:33256544-33300718,ENSG00000160094,ZNF362,protein_coding,2,33300497,utr3,10879,33300718,utr3,11334,0.01782,-0.01769,0.49,0.49,0.91625,0.91625,same,control_down
12,-,chr12:66347430-66804185,ENSG00000155974,GRIP1,protein_coding,2,66347676,utr3,592,66347431,utr3,744,0.02921,-0.02784,0.67,0.66,0.91629,0.91666,same,control_down
5,+,chr5:58491434-58497089,ENSG00000175857,GAPT,protein_coding,2,58495474,utr3,221,58496355,utr3,1971,-0.01612,0.00711,0.41,0.41,0.91666,0.92583,same,control_up
3,-,chr3:50287731-50292917,ENSG00000214706,IFRD2,protein_coding,2,50292832,utr5,1332,50287742,utr3,14380,0.00833,-0.00572,0.56,0.56,0.91689,0.91713,skipped,control_down
19,+,chr19:1383526-1395588,ENSG00000115286,NDUFS7,protein_coding,2,1393889,utr3,394,1395583,utr3,5764,-0.10958,0.06952,0.5,0.53,0.91702,0.91174,same,control_up
19,+,chr19:46746045-46776987,ENSG00000181027,FKRP,protein_coding,2,46748642,utr5,352,46758477,utr3,6990,-0.06497,0.03892,0.46,0.47,0.91719,0.91526,skipped,control_up
22,+,chr22:28742030-28757514,ENSG00000100209,HSCB,protein_coding,2,28753249,intron,344,28757211,utr3,1724,-0.09266,0.05843,0.61,0.62,0.91735,0.92392,composite,control_up
5,+,chr5:141408020-141412985,ENSG00000253305,PCDHGB6,protein_coding,2,141408481,exon,358,141411907,utr3,499,0.27742,-0.27074,0.52,0.43,0.91737,0.91737,same,control_down
7,-,chr7:137227340-137343864,ENSG00000105894,PTN,protein_coding,2,137254858,exon,1618,137227579,utr3,1536,-0.07036,0.07211,0.65,0.66,0.91737,0.91737,skipped,control_up
20,+,chr20:36236458-36270917,ENSG00000131043,AAR2,protein_coding,2,36254712,intron,3136,36256930,utr3,11884,0.01994,-0.01806,0.49,0.47,0.91754,0.91764,composite,control_down
5,+,chr5:36151988-36184318,ENSG00000145604,SKP2,protein_coding,2,36174650,intron,324,36184037,utr3,5995,-0.20593,0.12418,0.65,0.71,0.91764,0.92137,composite,control_up
9,-,chr9:16409502-16870842,ENSG00000173068,BNC2,protein_coding,2,16416404,utr3,4788,16409503,utr3,8637,-0.03288,0.02938,0.51,0.52,0.91776,0.91764,same,control_up
X,+,chrX:24693918-24996985,ENSG00000101868,POLA1,protein_coding,2,24770336,intron,836,24996982,utr3,11400,0.09981,-0.07912,0.58,0.54,0.91776,0.91689,composite,control_down
16,-,chr16:85690083-85751128,ENSG00000154102,C16orf74,protein_coding,2,85707519,utr3,3027,85697326,intron,686,0.22075,-0.32416,0.72,0.64,0.91803,0.92977,skipped,control_down
6,+,chr6:85449583-85495790,ENSG00000135318,NT5E,protein_coding,2,85471593,utr3,2474,85495777,utr3,24659,-0.16464,0.13066,0.56,0.56,0.91829,0.91716,skipped,control_up
19,+,chr19:751125-764317,ENSG00000099812,MISP,protein_coding,2,763905,utr3,422,764317,utr3,3523,-0.03486,0.01813,0.48,0.51,0.91837,0.91506,same,control_up
19,-,chr19:54216277-54223505,ENSG00000204577,LILRB3,protein_coding,2,54216882,utr3,3489,54216277,utr3,466,-0.02103,0.03933,0.45,0.48,0.91885,0.91629,same,control_up
2,-,chr2:231453530-231483640,ENSG00000115053,NCL,protein_coding,2,231459032,exon,42508,231454750,utr3,61603,0.01691,-0.01688,0.58,0.56,0.91885,0.91885,skipped,control_down
3,-,chr3:75421551-75435109,ENSG00000244026,FAM86DP,transcribed_unprocessed_pseudogene,2,75422864,exon,561,75421568,exon,1831,0.17296,-0.12823,0.52,0.44,0.91903,0.91264,same,control_down
10,-,chr10:14897358-14954431,ENSG00000152457,DCLRE1C,protein_coding,2,14906866,intron,1982,14897853,utr3,529,-0.01926,0.02784,0.52,0.53,0.91937,0.92122,composite,control_up
10,+,chr10:88990581-89015784,ENSG00000026103,FAS,protein_coding,2,89015101,utr3,7786,89015783,utr3,9417,0.00671,-0.00651,0.39,0.38,0.91973,0.91973,same,control_down
3,+,chr3:184186022-184194011,ENSG00000161204,ABCF3,protein_coding,2,184188098,intron,337,184194004,utr3,6331,0.02763,-0.01471,0.55,0.54,0.91973,0.92106,composite,control_down
1,+,chr1:45500052-45513381,ENSG00000132763,MMACHC,protein_coding,2,45510145,utr3,281,45511053,utr3,657,0.15456,-0.1034,0.73,0.69,0.92048,0.91689,same,control_down
12,-,chr12:48039783-48040760,ENSG00000276814,AC004801.6,lincRNA,2,48040271,exon,421,48039783,exon,225,0.0507,-0.07248,0.49,0.46,0.92051,0.92692,same,control_down
19,+,chr19:43967861-43998324,ENSG00000204920,ZNF155,protein_coding,2,43968089,intron,265,43998324,utr3,1653,-0.04672,0.03149,0.5,0.53,0.92051,0.91559,composite,control_up
10,+,chr10:38137336-38144398,ENSG00000272983,AL117339.4,lincRNA,2,38138057,exon,196,38144395,exon,300,-0.28611,0.23113,0.4,0.49,0.92122,0.91241,same,control_up
X,+,chrX:65366637-65507886,ENSG00000102053,ZC3H12B,protein_coding,2,65406450,intron,318,65507885,utr3,712,-0.00155,0.00135,0.36,0.38,0.92122,0.92122,composite,control_up
16,-,chr16:11547721-11636380,ENSG00000189067,LITAF,protein_coding,2,11575885,intron,10099,11547998,utr3,165851,0.10383,-0.10013,0.49,0.47,0.92122,0.92122,composite,control_down
14,+,chr14:22598236-22613214,ENSG00000100439,ABHD4,protein_coding,2,22612357,utr3,8794,22612956,utr3,933,-0.00673,0.0123,0.52,0.53,0.92142,0.9243,same,control_up
1,+,chr1:94820341-94895245,ENSG00000143036,SLC44A3,protein_coding,2,94880895,intron,1730,94895051,utr3,8156,0.12707,-0.114,0.58,0.53,0.92155,0.92122,composite,control_down
11,+,chr11:6484679-6508977,ENSG00000283977,AC084337.2,protein_coding,2,6484679,intron,20709,6493979,intron,1873,0.00266,-0.00386,0.43,0.43,0.9223,0.92199,skipped,control_down
14,-,chr14:93202893-93207093,ENSG00000170270,GON7,protein_coding,2,93206516,intron,803,93202894,utr3,16036,0.05681,-0.03375,0.53,0.5,0.92274,0.91969,composite,control_down
9,-,chr9:127866479-127877742,ENSG00000106992,AK1,protein_coding,2,127867839,utr3,9454,127866491,utr3,11009,-0.00224,0.00221,0.33,0.33,0.9229,0.9229,same,control_up
1,-,chr1:160024952-160026793,ENSG00000260766,AL513302.2,sense_overlapping,2,160025700,exon,561,160025014,exon,1914,0.06712,-0.04641,0.52,0.51,0.92328,0.92122,same,control_down
22,-,chr22:50622753-50628172,ENSG00000100299,ARSA,protein_coding,2,50623435,intron,2720,50622754,utr3,1194,0.0281,-0.03548,0.47,0.45,0.92328,0.92424,composite,control_down
16,-,chr16:80966447-81020269,ENSG00000103121,CMC2,protein_coding,2,80988824,intron,1986,80975803,utr3,18579,-0.01693,0.01513,0.53,0.54,0.92385,0.92359,composite,control_up
1,+,chr1:100038096-100083376,ENSG00000156875,MFSD14A,protein_coding,2,100083233,utr3,7661,100083359,utr3,15836,0.01912,-0.01709,0.48,0.48,0.92392,0.92389,same,control_down
2,+,chr2:149329984-149474147,ENSG00000187123,LYPD6,protein_coding,2,149473622,utr3,709,149474135,utr3,1077,0.06697,-0.0578,0.62,0.6,0.9243,0.9195,same,control_down
5,+,chr5:132257670-132273453,ENSG00000131435,PDLIM4,protein_coding,2,132272329,utr3,5150,132273451,utr3,1374,-0.21809,0.26046,0.54,0.64,0.92465,0.9245,same,control_up
6,-,chr6:145793501-145814752,ENSG00000118496,FBXO30,protein_coding,2,145798195,utr3,21629,145793502,utr3,2097,-0.00333,0.00452,0.49,0.5,0.92485,0.92495,same,control_up
6,-,chr6:85505495-85557976,ENSG00000135317,SNX14,protein_coding,2,85535051,intron,12443,85505805,utr3,44200,0.0247,-0.02373,0.49,0.49,0.92485,0.92468,composite,control_down
12,+,chr12:49366583-49527423,ENSG00000123352,SPATS2,protein_coding,2,49526362,utr3,1675,49527413,utr3,4072,-0.0609,0.04655,0.67,0.69,0.92509,0.92352,same,control_up
12,-,chr12:56237806-56258390,ENSG00000139645,ANKRD52,protein_coding,2,56238218,utr3,4028,56237807,utr3,8242,0.0301,-0.02882,0.53,0.53,0.92519,0.92502,same,control_down
3,-,chr3:197509782-197573322,ENSG00000161267,BDH1,protein_coding,2,197511575,utr3,12594,197509783,utr3,2040,0.01441,-0.01798,0.68,0.67,0.92519,0.92658,same,control_down
16,+,chr16:19716455-19858466,ENSG00000174628,IQCK,protein_coding,2,19857363,utr3,4124,19857582,utr3,2034,0.05967,-0.07133,0.51,0.49,0.92527,0.92635,same,control_down
12,-,chr12:29331433-29331935,ENSG00000274315,AC009318.3,antisense_RNA,2,29331913,exon,464,29331439,exon,332,0.01864,-0.02222,0.48,0.46,0.92554,0.92688,same,control_down
7,+,chr7:42932199-42948957,ENSG00000106591,MRPL32,protein_coding,2,42937626,utr3,319,42937755,utr3,1865,-0.04045,0.02,0.54,0.56,0.92644,0.93009,same,control_up
1,+,chr1:65147548-65232144,ENSG00000162433,AK4,protein_coding,2,65228714,utr3,1916,65232134,utr3,11687,0.02411,-0.01961,0.72,0.71,0.9266,0.92709,same,control_down
15,+,chr15:90717326-90816164,ENSG00000197299,BLM,protein_coding,2,90732583,intron,341,90815361,utr3,1937,0.104,-0.07133,0.75,0.74,0.92745,0.93106,composite,control_down
1,-,chr1:117953860-118185222,ENSG00000155761,SPAG17,protein_coding,2,118054062,exon,1682,117953861,exon,952,-0.00948,0.01095,0.61,0.61,0.92768,0.92745,skipped,control_up
13,-,chr13:52651304-52652278,ENSG00000273723,AL139089.1,lincRNA,2,52651923,exon,402,52651390,exon,911,0.04688,-0.03299,0.66,0.65,0.92776,0.93154,same,control_down
19,+,chr19:11887783-11914328,ENSG00000198429,ZNF69,protein_coding,2,11907089,intron,1145,11908924,intron,4742,-0.07068,0.05324,0.46,0.48,0.92776,0.9272,composite,control_up
5,+,chr5:153489614-153813868,ENSG00000155511,GRIA1,protein_coding,2,153813678,utr3,11628,153813867,utr3,1738,0.013,-0.01897,0.12,0.12,0.92779,0.92561,same,control_down
X,+,chrX:78945331-78961953,ENSG00000078589,P2RY10,protein_coding,2,78956614,intron,421,78961834,utr3,501,0.07039,-0.06752,0.56,0.54,0.92786,0.92779,composite,control_down
8,-,chr8:22114414-22133383,ENSG00000168453,HR,protein_coding,2,22115069,utr3,1047,22114420,utr3,1017,0.12831,-0.12687,0.6,0.53,0.92802,0.92813,same,control_down
12,-,chr12:109850942-109880487,ENSG00000139433,GLTP,protein_coding,2,109851623,utr3,12286,109850945,utr3,40130,-0.06673,0.06518,0.46,0.49,0.92925,0.92919,same,control_up
21,+,chr21:39380243-39428527,ENSG00000182093,WRB,protein_coding,2,39397785,utr3,4940,39409331,intron,255,-0.05287,0.10613,0.47,0.5,0.92934,0.9378,skipped,control_up
14,-,chr14:87837819-87993664,ENSG00000054983,GALC,protein_coding,2,87933411,utr3,5470,87933015,utr3,35360,0.01154,-0.01003,0.42,0.4,0.92951,0.92929,same,control_down
1,+,chr1:52142093-52346685,ENSG00000157077,ZFYVE9,protein_coding,2,52238656,exon,382,52346632,utr3,5170,-0.08618,0.07788,0.42,0.48,0.92977,0.92829,skipped,control_up
2,-,chr2:26190634-26244725,ENSG00000084754,HADHA,protein_coding,2,26190872,utr3,34408,26190642,utr3,2334,0.00841,-0.01386,0.48,0.48,0.92995,0.92934,same,control_down
14,-,chr14:60709527-60724347,ENSG00000100625,SIX4,protein_coding,2,60716895,intron,961,60709543,utr3,12665,-0.0505,0.03362,0.77,0.79,0.93023,0.93125,composite,control_up
5,+,chr5:138610966-138935033,ENSG00000044115,CTNNA1,protein_coding,2,138934710,utr3,121282,138935030,utr3,57696,-0.00145,0.00146,0.45,0.45,0.93201,0.93201,same,control_up
2,+,chr2:218710844-218755415,ENSG00000135912,TTLL4,protein_coding,2,218754685,utr3,11099,218755412,utr3,1183,0.01596,-0.02654,0.55,0.55,0.93238,0.93524,same,control_down
4,-,chr4:154604133-154612966,ENSG00000171557,FGG,protein_coding,2,154604576,utr3,6594,154604136,utr3,85702,0.06028,-0.05389,0.53,0.5,0.93265,0.93212,same,control_down
2,+,chr2:11677594-11827408,ENSG00000134324,LPIN1,protein_coding,2,11801911,intron,5036,11827404,utr3,8906,0.00284,-0.00274,0.48,0.48,0.9346,0.9346,composite,control_down
5,-,chr5:6599238-6633290,ENSG00000037474,NSUN2,protein_coding,2,6623692,intron,526,6599374,utr3,2938,-0.10081,0.07574,0.61,0.67,0.93496,0.93142,composite,control_up
17,-,chr17:50110039-50129881,ENSG00000167100,SAMD14,protein_coding,2,50112671,utr3,341,50111310,utr3,1066,0.09706,-0.05515,0.4,0.37,0.93502,0.95024,same,control_down
1,-,chr1:212852107-212858087,ENSG00000198468,FLVCR1-AS1,lincRNA,2,212856612,exon,403,212855465,intron,279,-0.17724,0.20157,0.61,0.63,0.93514,0.93832,skipped,control_up
10,-,chr10:32009009-32056430,ENSG00000170759,KIF5B,protein_coding,2,32009260,utr3,28015,32009017,utr3,122382,-0.01057,0.00957,0.46,0.47,0.9356,0.93556,same,control_up
13,-,chr13:39342891-39603527,ENSG00000183722,LHFPL6,protein_coding,2,39442718,intron,3977,39342892,utr3,79331,0.05143,-0.04475,0.34,0.31,0.93626,0.93626,composite,control_down
1,+,chr1:111755244-111768015,ENSG00000064703,DDX20,protein_coding,2,111767260,utr3,8790,111767483,utr3,1335,0.08598,-0.10613,0.52,0.47,0.93666,0.93798,same,control_down
15,-,chr15:65381463-65423071,ENSG00000103742,IGDCC4,protein_coding,2,65381664,utr3,475,65381486,utr3,2895,-0.23846,0.16024,0.71,0.77,0.93727,0.92596,same,control_up
1,-,chr1:151340639-151347356,ENSG00000143390,RFX5,protein_coding,2,151341960,utr3,5694,151340640,utr3,7054,0.03317,-0.03247,0.53,0.53,0.93772,0.93772,same,control_down
10,+,chr10:119726096-119829277,ENSG00000198825,INPP5F,protein_coding,2,119792200,exon,2090,119829139,utr3,9445,-0.01594,0.0126,0.55,0.55,0.93772,0.93738,skipped,control_up
7,+,chr7:143407812-143523448,ENSG00000229153,EPHA1-AS1,antisense_RNA,2,143415828,exon,722,143496762,intron,358,0.04687,-0.06178,0.45,0.44,0.93803,0.94036,skipped,control_down
21,-,chr21:41885111-41953889,ENSG00000157617,C2CD2,protein_coding,2,41949677,intron,2794,41885112,utr3,21400,-0.03616,0.02943,0.48,0.5,0.93807,0.93854,composite,control_up
19,+,chr19:58305318-58315662,ENSG00000142396,AC020915.1,protein_coding,2,58315446,utr3,872,58315651,utr3,10099,0.02586,-0.0124,0.49,0.48,0.93841,0.94238,same,control_down
15,+,chr15:30903851-30943107,ENSG00000198690,FAN1,protein_coding,2,30911628,utr3,924,30942000,utr3,751,0.02085,-0.02216,0.57,0.58,0.93942,0.94035,skipped,control_down
16,+,chr16:20899867-20925005,ENSG00000102897,LYRM1,protein_coding,2,20904874,intron,6000,20925003,utr3,17777,0.02094,-0.02014,0.45,0.46,0.93953,0.93942,composite,control_down
9,-,chr9:38577207-38620659,ENSG00000180071,ANKRD18A,protein_coding,2,38595380,intron,254,38577901,exon,350,0.05007,-0.04469,0.66,0.63,0.94015,0.94015,composite,control_down
1,+,chr1:65248218-65415868,ENSG00000116675,DNAJC6,protein_coding,2,65414995,utr3,196,65415274,utr3,3292,-0.19936,0.06844,0.34,0.36,0.94042,0.95411,same,control_up
6,+,chr6:28224885-28233481,ENSG00000137185,ZSCAN9,protein_coding,2,28229190,utr3,2496,28233473,utr3,13540,0.03826,-0.02971,0.57,0.56,0.9416,0.94008,skipped,control_down
3,-,chr3:185190623-185281989,ENSG00000113790,EHHADH,protein_coding,2,185190799,utr3,597,185190625,utr3,10916,0.03466,-0.01543,0.54,0.54,0.94161,0.94238,same,control_down
16,+,chr16:8788822-8849330,ENSG00000140650,PMM2,protein_coding,2,8833747,intron,1208,8849324,utr3,19759,0.07558,-0.06693,0.61,0.6,0.94169,0.94154,composite,control_down
7,+,chr7:106285479-106286325,ENSG00000273320,AC007032.1,antisense_RNA,2,106285997,exon,230,106286324,exon,901,0.15796,-0.08039,0.51,0.48,0.9418,0.93051,same,control_down
12,-,chr12:80792519-80937924,ENSG00000111052,LIN7A,protein_coding,2,80797576,utr3,398,80792522,utr3,2951,0.05642,-0.02805,0.24,0.24,0.94194,0.93051,same,control_down
5,-,chr5:172042072-172188385,ENSG00000072786,STK10,protein_coding,2,172043617,utr3,10183,172042079,utr3,7630,-0.00326,0.00332,0.37,0.39,0.94195,0.94195,same,control_up
12,+,chr12:4649094-4694316,ENSG00000139180,NDUFA9,protein_coding,2,4687230,utr3,23731,4687495,utr3,2373,-0.00094,0.00117,0.58,0.57,0.94304,0.94343,same,control_up
6,-,chr6:90513572-90587044,ENSG00000135341,MAP3K7,protein_coding,2,90515685,utr3,21430,90513581,utr3,47476,0.00913,-0.00882,0.52,0.52,0.94304,0.94304,same,control_down
1,+,chr1:77779623-77879538,ENSG00000180488,MIGA1,protein_coding,2,77791496,intron,1062,77879538,utr3,12403,-0.02985,0.0199,0.48,0.46,0.94304,0.94282,composite,control_up
10,+,chr10:28677341-28682938,ENSG00000095739,BAMBI,protein_coding,2,28682703,utr3,3270,28682931,utr3,659,-0.06898,0.10919,0.59,0.61,0.94343,0.94508,same,control_up
21,+,chr21:29370496-29373708,ENSG00000228817,BACH1-IT2,lincRNA,2,29370694,exon,503,29370973,exon,1187,0.03843,-0.02832,0.53,0.49,0.9435,0.9453,same,control_down
6,+,chr6:20401905-20493714,ENSG00000112242,E2F3,protein_coding,2,20493551,utr3,20641,20493713,utr3,41186,0.00211,-0.00208,0.64,0.65,0.9435,0.9435,same,control_down
15,-,chr15:38488102-38565574,ENSG00000172575,RASGRP1,protein_coding,2,38528312,intron,1125,38488107,utr3,10545,-0.14437,0.12552,0.51,0.57,0.9435,0.94467,composite,control_up
17,+,chr17:48830987-48866521,ENSG00000136436,CALCOCO2,protein_coding,2,48863877,utr3,51352,48864865,utr3,6806,-0.02828,0.03078,0.38,0.41,0.94425,0.94432,same,control_up
12,-,chr12:40140925-40142875,ENSG00000260943,LINC02555,lincRNA,2,40141780,exon,594,40140929,exon,445,0.04968,-0.05729,0.28,0.27,0.94467,0.94484,same,control_down
2,+,chr2:170928463-170967128,ENSG00000115806,GORASP2,protein_coding,2,170966914,utr3,24976,170967120,utr3,24723,0.01916,-0.01921,0.57,0.56,0.94467,0.94467,same,control_down
14,-,chr14:91271322-91417843,ENSG00000015133,CCDC88C,protein_coding,2,91308437,exon,12923,91271324,utr3,29186,0.05074,-0.05009,0.57,0.57,0.94467,0.94467,skipped,control_down
9,-,chr9:5357972-5437877,ENSG00000107020,PLGRKT,protein_coding,2,5417675,intron,404,5357972,utr3,6327,0.0167,-0.01129,0.57,0.55,0.94467,0.94421,composite,control_down
4,+,chr4:158315310-158653371,ENSG00000171509,RXFP1,protein_coding,2,158652211,utr3,341,158653366,utr3,1787,-0.05652,0.0277,0.14,0.15,0.94468,0.94796,same,control_up
11,+,chr11:73238974-73242334,ENSG00000260401,AP002761.4,sense_overlapping,2,73241216,exon,1118,73242333,exon,2381,-0.10047,0.0817,0.4,0.44,0.94497,0.94484,same,control_up
