chr,strand,gene_locus,gene_id,gene_name,gene_biotype,polyA_sites_in_gene,proximal_pos,proximal_feature,proximal_exp,distal_pos,distal_feature,distal_exp,proximal_control_sum,distal_control_sum,proximal_test_sum,distal_test_sum,proximal_fc,distal_fc,proximal_perc_inc,distal_perc_inc,proximal_padj,distal_padj,pair_type,gene_class
17,-,chr17:58205436-58219604,ENSG00000011143,MKS1,protein_coding,2,58207566,utr3,1572,58205441,utr3,11312,861,5895,711,5417,0.09493,-0.07023,0.55,0.52,0.71028,0.708,skipped,control_down
17,+,chr17:42567067-42573238,ENSG00000108788,MLX,protein_coding,2,42571829,utr3,3691,42572711,utr3,19125,1892,9060,1799,10065,0.12412,-0.11923,0.51,0.47,0.59598,0.59547,same,control_down
17,-,chr17:35756248-35795706,ENSG00000271447,MMP28,protein_coding,2,35778505,utr3,8020,35756249,utr3,1350,2687,594,5333,756,-0.39302,0.4644,0.34,0.44,0.31824,0.32204,skipped,control_up
17,-,chr17:43875356-43909710,ENSG00000108852,MPP2,protein_coding,2,43876164,utr3,347,43875362,utr3,737,154,372,193,365,-0.20374,0.14059,0.44,0.5,0.90776,0.89884,same,control_up
17,+,chr17:782272-792508,ENSG00000171861,MRM3,protein_coding,2,783922,intron,371,792507,utr3,5501,218,2864,153,2637,0.24534,-0.12963,0.59,0.52,0.86356,0.84984,composite,control_down
17,-,chr17:47450567-47492491,ENSG00000228782,MRPL45P2,transcribed_unprocessed_pseudogene,2,47488632,intron,969,47455101,intron,2067,491,941,478,1126,-0.00431,0.0039,0.51,0.46,0.25879,0.25701,composite,control_up
17,-,chr17:57834780-57850055,ENSG00000181610,MRPS23,protein_coding,2,57839486,utr3,36868,57834785,utr3,3629,20955,1468,15913,2161,0.45573,-0.52518,0.57,0.4,0.00002,0.00002,same,enhanced
17,+,chr17:40122297-40136915,ENSG00000188895,MSL1,protein_coding,2,40130293,intron,33122,40136786,utr3,70462,14269,32914,18853,37548,-0.08267,0.08192,0.43,0.47,0.60836,0.60829,composite,control_up
17,+,chr17:18108705-18179801,ENSG00000091536,MYO15A,protein_coding,2,18172592,intron,313,18179798,utr3,1554,103,598,210,956,-0.19589,0.11422,0.33,0.38,0.52404,0.50923,composite,control_up
17,-,chr17:36495632-36543434,ENSG00000278259,MYO19,protein_coding,2,36513086,utr3,3308,36495755,utr3,15135,2241,9771,1067,5364,0.13388,-0.11486,0.68,0.65,0.16487,0.16366,skipped,control_down
17,+,chr17:82458179-82490536,ENSG00000141562,NARF,protein_coding,2,82488254,utr3,13235,82490536,utr3,3819,8174,1781,5061,2038,0.41221,-0.4429,0.62,0.47,0.00807,0.00819,same,enhanced
17,+,chr17:43170480-43211688,ENSG00000188554,NBR1,protein_coding,2,43211468,utr3,112602,43211686,utr3,51691,49687,22380,62915,29311,0.01611,-0.01647,0.44,0.43,0.73383,0.73384,same,control_down
17,+,chr17:48048328-48061486,ENSG00000082641,NFE2L1,protein_coding,2,48050706,utr5,4786,48060953,utr3,25665,2845,12105,1941,13560,0.32674,-0.32176,0.59,0.47,0.21646,0.21646,skipped,control_down
17,+,chr17:45051609-45109015,ENSG00000136448,NMT1,protein_coding,2,45105972,utr3,10584,45109008,utr3,1379,5948,729,4636,650,0.0908,-0.09323,0.56,0.53,0.83423,0.83164,same,control_down
17,+,chr17:47522941-47623275,ENSG00000141279,NPEPPS,protein_coding,2,47622173,utr3,8455,47623268,utr3,94997,5329,45764,3126,49233,0.44998,-0.41593,0.63,0.48,0.00411,0.00405,same,enhanced
17,-,chr17:81556886-81648464,ENSG00000182446,NPLOC4,protein_coding,2,81600117,intron,11337,81556888,utr3,39932,7119,22165,4218,17767,0.24446,-0.24078,0.63,0.56,0.17051,0.17036,composite,control_down
17,+,chr17:17303334-17347662,ENSG00000205309,NT5M,protein_coding,2,17304159,intron,405,17347655,utr3,1485,270,814,135,671,0.44321,-0.31266,0.67,0.55,0.02329,0.02199,composite,enhanced
17,+,chr17:75205658-75235757,ENSG00000125450,NUP85,protein_coding,2,75219169,intron,11488,75235756,utr3,44751,6661,24452,4827,20299,0.06456,-0.06278,0.58,0.55,0.53417,0.53391,composite,control_down
17,+,chr17:49575857-49583826,ENSG00000182575,NXPH3,protein_coding,2,49580355,utr3,1617,49583806,exon,1796,382,298,1235,1498,0.24698,-0.25499,0.24,0.17,0.30797,0.30835,same,control_down
17,-,chr17:47807371-47821833,ENSG00000006025,OSBPL7,protein_coding,2,47811812,intron,1100,47807372,utr3,4611,651,2453,449,2158,0.27104,-0.23869,0.59,0.53,0.90923,0.90894,composite,control_down
17,-,chr17:3896591-3916499,ENSG00000108405,P2RX1,protein_coding,2,3897391,utr3,1041,3896594,utr3,792,552,311,489,481,0.48171,-0.51213,0.53,0.39,0.03479,0.0352,same,enhanced
17,+,chr17:55750978-55842829,ENSG00000141179,PCTP,protein_coding,2,55777372,utr3,7597,55823082,utr3,392,2589,182,5008,210,-0.39387,0.62382,0.34,0.46,0.05698,0.06557,skipped,control_up
17,+,chr17:8247617-8270490,ENSG00000178921,PFAS,protein_coding,2,8270357,utr3,392,8270484,utr3,7288,217,4026,175,3262,-0.0176,0.00736,0.55,0.55,0.77359,0.77152,same,control_up
17,+,chr17:78378639-78425113,ENSG00000087157,PGS1,protein_coding,2,78408163,intron,990,78424555,exon,18623,385,6756,605,11867,0.09382,-0.06784,0.39,0.36,0.46921,0.46444,composite,control_down
17,-,chr17:49404048-49414904,ENSG00000167085,PHB,protein_coding,2,49404836,utr3,22080,49404052,utr3,10263,13902,5281,8178,4982,0.32202,-0.33106,0.63,0.51,0.00717,0.0072,same,enhanced
17,-,chr17:7235027-7239721,ENSG00000040633,PHF23,protein_coding,2,7235286,utr3,15852,7235037,utr3,5783,8434,3287,7418,2496,-0.08928,0.0961,0.53,0.57,0.17384,0.1744,same,control_up
17,-,chr17:50050348-50055738,ENSG00000246640,PICART1,lincRNA,2,50052659,intron,467,50050348,exon,423,183,114,284,309,0.42752,-0.45041,0.39,0.27,0.20232,0.20269,composite,control_down
17,+,chr17:4807095-4823433,ENSG00000129219,PLD2,protein_coding,2,4811300,intron,401,4823429,utr3,3841,217,1625,184,2216,0.72167,-0.33922,0.54,0.42,0.11395,0.10237,composite,control_down
17,-,chr17:45435899-45490748,ENSG00000225190,PLEKHM1,protein_coding,2,45465243,intron,1832,45435903,utr3,14735,1222,6869,610,7866,0.6279,-0.52102,0.67,0.47,0.00074,0.00069,composite,enhanced
17,-,chr17:39063302-39154393,ENSG00000161381,PLXDC1,protein_coding,2,39067131,utr3,6648,39063312,utr3,2020,3362,1082,3286,938,-0.0697,0.07996,0.51,0.54,0.9608,0.96053,same,control_up
17,+,chr17:47941505-47949307,ENSG00000108439,PNPO,protein_coding,2,47948273,utr3,15673,47949306,utr3,38091,8500,20333,7173,17758,0.01892,-0.01836,0.54,0.53,0.87674,0.87674,same,control_down
17,-,chr17:28347176-28357521,ENSG00000004142,POLDIP2,protein_coding,2,28347791,utr3,7981,28347183,utr3,28107,4542,15619,3439,12488,0.06101,-0.05751,0.57,0.56,0.53659,0.53627,same,control_down
17,-,chr17:64477784-64497035,ENSG00000256525,POLG2,protein_coding,2,64485204,exon,919,64477786,utr3,13473,596,7333,323,6140,0.23067,-0.21648,0.65,0.54,0.01886,0.01886,skipped,enhanced
17,+,chr17:68511779-68551318,ENSG00000108946,PRKAR1A,protein_coding,2,68525286,intron,50006,68532758,utr3,496409,23943,176980,26063,319429,0.34459,-0.34138,0.48,0.36,0.00075,0.00075,composite,enhanced
17,-,chr17:76309485-76384520,ENSG00000161542,PRPSAP1,protein_coding,2,76312792,exon,4931,76310932,utr3,27869,2901,12589,2030,15280,0.41946,-0.38411,0.59,0.45,0.0009,0.00087,skipped,enhanced
17,-,chr17:42968087-42980432,ENSG00000267060,PTGES3L,protein_coding,2,42968725,utr3,531,42968103,utr3,478,281,235,250,243,0.11616,-0.12087,0.53,0.49,0.6249,0.62516,same,control_down
17,-,chr17:59674635-59707625,ENSG00000141378,PTRH2,protein_coding,2,59697307,utr3,16294,59694767,intron,1182,9006,505,7288,677,0.17962,-0.26126,0.55,0.43,0.01721,0.01826,skipped,enhanced
17,-,chr17:82654972-82698727,ENSG00000141542,RAB40B,protein_coding,2,82657312,utr3,3883,82657072,utr3,17195,2254,8437,1629,8758,0.24461,-0.21026,0.58,0.49,0.01723,0.01699,same,enhanced
17,+,chr17:58692572-58735610,ENSG00000108384,RAD51C,protein_coding,2,58695331,utr3,13378,58734328,utr3,7295,7497,3805,5881,3490,0.12556,-0.1321,0.56,0.52,0.31963,0.32001,skipped,control_down
17,-,chr17:35092207-35121521,ENSG00000185379,RAD51D,protein_coding,2,35096147,utr3,315,35092223,utr3,1075,134,564,181,511,-0.32722,0.22974,0.43,0.52,0.3288,0.32098,same,control_up
17,+,chr17:2755704-3037738,ENSG00000132359,RAP1GAP2,protein_coding,2,2976709,intron,1861,3037738,utr3,18289,1048,9556,813,8733,0.13996,-0.11688,0.56,0.52,0.53443,0.53251,composite,control_down
17,+,chr17:40309191-40357642,ENSG00000131759,RARA,protein_coding,2,40356794,utr3,10296,40357641,utr3,8009,3737,2228,6559,5781,0.3157,-0.32014,0.36,0.28,0.02382,0.02384,same,enhanced
17,-,chr17:75626844-75667188,ENSG00000108469,RECQL5,protein_coding,2,75650364,utr3,225,75626870,utr3,1179,144,657,81,522,0.2481,-0.12713,0.64,0.56,0.37393,0.35986,skipped,control_down
17,-,chr17:35005989-35089318,ENSG00000092871,RFFL,protein_coding,2,35054941,intron,1340,35009116,utr3,20674,625,9992,715,10682,-0.07345,0.06594,0.47,0.48,0.55806,0.55717,composite,control_up
17,+,chr17:30968784-30999910,ENSG00000181481,RNF135,protein_coding,2,30999208,utr3,1519,30999906,utr3,15578,825,7018,694,8560,0.26306,-0.17993,0.54,0.45,0.0285,0.0273,same,enhanced
17,-,chr17:59952239-59964760,ENSG00000189050,RNFT1,protein_coding,2,59958891,intron,363,59952362,utr3,3845,218,1790,145,2055,0.38316,-0.32705,0.6,0.47,0.18864,0.20086,composite,control_down
17,-,chr17:212388-386253,ENSG00000181031,RPH3AL,protein_coding,2,348566,intron,585,212498,utr3,6854,294,2564,291,4290,0.48293,-0.37221,0.5,0.37,0.59995,0.59223,composite,control_down
17,-,chr17:50110039-50129881,ENSG00000167100,SAMD14,protein_coding,2,50112671,utr3,375,50111310,utr3,1094,176,371,199,723,0.44309,-0.29485,0.47,0.34,0.05518,0.05126,same,control_down
17,-,chr17:5208960-5234859,ENSG00000161929,SCIMP,protein_coding,2,5212862,intron,237,5210410,utr3,2511,93,889,144,1622,0.31718,-0.14309,0.39,0.35,0.31212,0.30282,composite,control_down
17,-,chr17:10672473-10698374,ENSG00000133028,SCO1,protein_coding,2,10680337,utr3,27555,10672482,utr3,15294,13337,5451,14218,9843,0.34462,-0.35595,0.48,0.36,0,0,same,enhanced
17,+,chr17:7561874-7571968,ENSG00000161956,SENP3,protein_coding,2,7566336,intron,1697,7571966,utr3,2956,888,1586,809,1370,-0.03324,0.03279,0.52,0.54,0.6884,0.6884,composite,control_up
17,-,chr17:18327859-18363562,ENSG00000176974,SHMT1,protein_coding,2,18328525,utr3,3122,18327881,utr3,10400,1925,4649,1197,5751,0.4411,-0.4054,0.62,0.45,0.00259,0.00253,same,enhanced
17,-,chr17:3608261-3636321,ENSG00000197417,SHPK,protein_coding,2,3608887,utr3,311,3608598,utr3,3348,153,1687,158,1661,-0.08619,0.03122,0.49,0.5,0.73479,0.74178,same,control_up
17,-,chr17:81911938-81921322,ENSG00000187531,SIRT7,protein_coding,2,81918270,intron,23730,81911938,utr3,22178,11346,12600,12384,9578,-0.20716,0.20719,0.48,0.57,0.15632,0.15632,composite,control_up
17,+,chr17:82228396-82261128,ENSG00000141526,SLC16A3,protein_coding,2,82239477,utr3,47035,82244368,intron,4267,31925,2750,15110,1517,0.15592,-0.16828,0.68,0.64,0.38046,0.38188,skipped,control_down
17,-,chr17:8287762-8295342,ENSG00000125434,SLC25A35,protein_coding,2,8290062,utr3,1615,8287763,utr3,1506,725,809,890,697,-0.23989,0.24252,0.45,0.54,0.14657,0.14663,skipped,control_up
17,+,chr17:7281666-7288256,ENSG00000181856,SLC2A4,protein_coding,2,7287830,utr3,716,7288018,utr3,425,247,157,469,268,-0.05398,0.06934,0.34,0.37,0.79273,0.79446,same,control_up
17,-,chr17:28394755-28407196,ENSG00000076351,SLC46A1,protein_coding,2,28399035,utr3,4275,28398232,utr3,760,2083,494,2192,266,-0.40202,0.65012,0.49,0.65,0.00115,0.00133,same,repressed
17,-,chr17:35411059-35433282,ENSG00000172123,SLFN12,protein_coding,2,35422926,exon,2227,35411063,utr3,10166,1161,4867,1066,5299,0.04635,-0.04383,0.52,0.48,0.52601,0.52502,skipped,control_down
17,-,chr17:35435095-35448836,ENSG00000154760,SLFN13,protein_coding,2,35438983,utr3,1253,35435103,utr3,2749,806,1445,447,1304,0.34451,-0.3031,0.64,0.53,0.05268,0.05159,same,control_down
17,-,chr17:40624961-40648507,ENSG00000073584,SMARCE1,protein_coding,2,40640574,utr3,4793,40628723,utr3,36252,2330,21478,2463,14774,-0.19795,0.17384,0.49,0.59,0.00534,0.00525,skipped,repressed
17,-,chr17:48929315-48945116,ENSG00000159210,SNF8,protein_coding,2,48930370,utr3,9673,48930098,utr3,1232,5998,686,3675,546,0.14297,-0.19827,0.62,0.56,0.21879,0.22264,same,control_down
17,+,chr17:48103356-48123073,ENSG00000002919,SNX11,protein_coding,2,48122742,utr3,17585,48123064,utr3,1213,9202,613,8383,600,0.03255,-0.05851,0.52,0.51,0.66418,0.66682,same,control_down
17,+,chr17:47896149-47928956,ENSG00000167182,SP2,protein_coding,2,47928810,utr3,2576,47928954,utr3,11507,1147,4897,1429,6610,0.07141,-0.05469,0.45,0.43,0.73461,0.73383,same,control_down
17,-,chr17:58003359-58007345,ENSG00000136450,SRSF1,protein_coding,2,58004196,utr3,1259,58003361,utr3,16384,702,7946,557,8438,0.25422,-0.17032,0.56,0.48,0.05233,0.05069,same,control_down
17,-,chr17:75165585-75182982,ENSG00000188612,SUMO2,protein_coding,2,75168157,utr3,10788,75167730,utr3,65002,6806,31158,3982,33844,0.40345,-0.38058,0.63,0.48,0.00008,0.00008,same,enhanced
17,+,chr17:28662090-28702683,ENSG00000109111,SUPT6H,protein_coding,2,28701730,utr3,3438,28702229,utr3,16992,1734,7906,1704,9086,-0.01918,0.01735,0.5,0.47,0.52719,0.52639,same,control_up
17,+,chr17:35726409-35864614,ENSG00000270647,TAF15,protein_coding,2,35830135,intron,15073,35847232,utr3,54946,8078,25763,6995,29183,0.09581,-0.09461,0.54,0.47,0.18946,0.1894,composite,control_down
17,+,chr17:82752063-82945921,ENSG00000141556,TBCD,protein_coding,2,82942701,utr3,31716,82943183,utr3,3077,15303,1582,16413,1495,-0.03583,0.04789,0.48,0.51,0.89693,0.89779,same,control_up
17,+,chr17:39664186-39666554,ENSG00000173991,TCAP,protein_coding,2,39664200,utr5,2777,39666546,utr3,532,1233,125,1544,407,0.58204,-0.92594,0.44,0.23,0.00791,0.00908,skipped,enhanced
17,-,chr17:30897335-30906819,ENSG00000172171,TEFM,protein_coding,2,30900116,utr3,558,30898986,utr3,4900,251,2612,307,2288,-0.31728,0.20903,0.45,0.53,0.24771,0.23705,same,control_up
17,-,chr17:6789132-6831760,ENSG00000167858,TEKT1,protein_coding,2,6799981,utr3,3053,6797995,utr3,2133,696,246,2357,1887,1.0542,-1.08755,0.23,0.12,0.46921,0.4679,same,control_down
17,-,chr17:64147226-64263300,ENSG00000136478,TEX2,protein_coding,2,64147689,utr3,8249,64147435,utr3,18326,3240,6840,5009,11486,0.03992,-0.03471,0.39,0.37,0.31989,0.31948,same,control_down
17,+,chr17:40058289-40093866,ENSG00000126351,THRA,protein_coding,2,40092569,utr3,10344,40093864,utr3,25171,3880,7784,6464,17387,0.25055,-0.23968,0.38,0.31,0.03417,0.03404,skipped,enhanced
17,+,chr17:997116-1003670,ENSG00000177370,TIMM22,protein_coding,2,999721,intron,300,1003668,utr3,625,181,223,119,402,1.03096,-0.82329,0.6,0.36,0.00186,0.00156,composite,enhanced
17,-,chr17:78852976-78925386,ENSG00000035862,TIMP2,protein_coding,2,78853236,utr3,57833,78852978,utr3,535315,23010,199044,34823,336271,0.09783,-0.0943,0.4,0.37,0.22869,0.22864,same,control_down
17,-,chr17:1702789-1710437,ENSG00000185561,TLCD2,protein_coding,2,1705048,utr3,4457,1702817,utr3,8082,1601,2512,2856,5570,0.1125,-0.1089,0.36,0.31,0.42925,0.42872,same,control_down
17,+,chr17:78130769-78142967,ENSG00000167895,TMC8,protein_coding,2,78141365,utr3,2614,78142967,utr3,17180,1635,8632,979,8548,0.37529,-0.31573,0.63,0.5,0.01338,0.01303,same,enhanced
17,-,chr17:44011187-44023945,ENSG00000091947,TMEM101,protein_coding,2,44019117,intron,1101,44011190,utr3,14488,867,6942,234,7546,1.07363,-0.83092,0.79,0.48,0.4838,0.4791,composite,control_down
17,+,chr17:74776482-74839778,ENSG00000109066,TMEM104,protein_coding,2,74822088,intron,335,74839751,utr3,5158,219,2508,116,2650,0.62162,-0.43442,0.65,0.49,0.37554,0.36641,composite,control_down
17,-,chr17:10699014-10730315,ENSG00000187824,TMEM220,protein_coding,2,10715430,utr3,6124,10714084,utr3,7064,2288,1846,3836,5218,0.33133,-0.33023,0.37,0.26,0.00002,0.00002,same,enhanced
17,+,chr17:28319094-28328684,ENSG00000109084,TMEM97,protein_coding,2,28328223,utr3,5422,28328683,utr3,2721,2600,1598,2822,1123,-0.38911,0.43985,0.48,0.59,0.00799,0.00817,same,repressed
17,+,chr17:28335601-28347008,ENSG00000109079,TNFAIP1,protein_coding,2,28345078,utr3,5104,28347006,utr3,57004,2910,22110,2194,34894,0.52005,-0.45176,0.57,0.39,0,0,same,enhanced
17,-,chr17:78107397-78110456,ENSG00000204282,TNRC6C-AS1,processed_transcript,2,78108775,exon,3000,78107403,exon,12944,1307,6606,1693,6338,-0.2349,0.19244,0.44,0.51,0.12678,0.12511,same,control_up
17,-,chr17:7661778-7687549,ENSG00000141510,TP53,protein_coding,2,7685252,intron,2718,7668421,utr3,20885,1839,12408,879,8477,0.37202,-0.32475,0.68,0.59,0.0135,0.01321,composite,enhanced
17,+,chr17:28743983-28750957,ENSG00000076604,TRAF4,protein_coding,2,28750077,utr3,44681,28750954,utr3,4521,27825,2474,16856,2047,0.18503,-0.22011,0.62,0.55,0.0269,0.02726,same,enhanced
17,+,chr17:18697997-18736117,ENSG00000108448,TRIM16L,protein_coding,2,18704544,exon,681,18736110,utr3,12840,298,10274,383,2566,-1.31881,0.97714,0.44,0.8,0.00051,0.00043,skipped,repressed
17,-,chr17:56887908-56914037,ENSG00000121060,TRIM25,protein_coding,2,56891207,utr3,2695,56887909,utr3,23146,1367,9075,1328,14071,0.42521,-0.3589,0.51,0.39,0.00007,0.00006,same,enhanced
17,-,chr17:58982637-59106920,ENSG00000108395,TRIM37,protein_coding,2,58998205,utr3,23415,58982649,utr3,3453,12657,1790,10758,1663,0.07682,-0.09704,0.54,0.52,0.23608,0.23739,skipped,control_down
17,-,chr17:3565443-3608260,ENSG00000196689,TRPV1,protein_coding,2,3599233,intron,1053,3565448,utr3,4081,593,2164,460,1917,0.13136,-0.11912,0.56,0.53,0.43917,0.43707,skipped,control_down
17,+,chr17:81637170-81648748,ENSG00000182612,TSPAN10,protein_coding,2,81638209,exon,634,81648747,utr3,639,366,419,268,220,-0.24774,0.25235,0.58,0.66,0.25388,0.25388,skipped,control_up
17,-,chr17:58301227-58328759,ENSG00000005379,TSPOAP1,protein_coding,2,58307224,intron,1214,58301234,utr3,10946,621,5228,593,5718,0.09943,-0.07436,0.51,0.48,0.32876,0.32655,composite,control_down
17,+,chr17:58325449-58415765,ENSG00000265148,TSPOAP1-AS1,antisense_RNA,2,58353285,exon,1685,58353717,exon,1267,807,475,878,792,0.26985,-0.29516,0.48,0.37,0.02973,0.03025,same,enhanced
17,-,chr17:59859481-59892944,ENSG00000108423,TUBD1,protein_coding,2,59876202,intron,1239,59859510,utr3,1049,702,466,537,583,0.16226,-0.17381,0.57,0.44,0.40326,0.40558,composite,control_down
17,+,chr17:6640757-6644540,ENSG00000129235,TXNDC17,protein_coding,2,6643089,utr3,7659,6644440,utr3,518,5106,233,2553,285,0.31362,-0.54775,0.67,0.45,0.00029,0.00039,same,enhanced
17,-,chr17:4269258-4366627,ENSG00000132388,UBE2G1,protein_coding,2,4272030,utr3,4066,4269259,utr3,41686,2043,21096,2023,20590,0.04477,-0.03895,0.5,0.51,0.81483,0.81465,same,control_down
17,+,chr17:35147816-35189344,ENSG00000141161,UNC45B,protein_coding,2,35186961,utr3,593,35189340,utr3,340,126,51,467,289,0.33604,-0.42973,0.21,0.15,0.3832,0.39265,same,control_down
17,+,chr17:75784770-75825798,ENSG00000132478,UNK,protein_coding,2,75794189,utr3,3245,75825797,utr3,21531,1835,10468,1410,11063,0.26275,-0.22459,0.57,0.49,0.18608,0.18483,skipped,control_down
17,-,chr17:20999592-21043759,ENSG00000124422,USP22,protein_coding,2,20999736,utr3,68712,20999596,utr3,83420,33317,32990,35395,50430,0.28729,-0.28646,0.48,0.4,0.00947,0.00947,same,enhanced
17,-,chr17:31860898-31901764,ENSG00000108651,UTP6,protein_coding,2,31863173,utr3,33002,31860904,utr3,15696,16798,7458,16204,8238,0.12774,-0.13121,0.51,0.48,0.39725,0.39732,same,control_down
17,-,chr17:8159148-8163545,ENSG00000220205,VAMP2,protein_coding,2,8160676,utr3,3148,8159153,utr3,2876,1589,891,1559,1985,0.60042,-0.6109,0.5,0.31,0.00008,0.00008,same,enhanced
17,+,chr17:59707191-59842254,ENSG00000062716,VMP1,protein_coding,2,59840588,utr3,48319,59841088,utr3,15910,30071,10281,18248,5629,-0.09632,0.09906,0.62,0.65,0.64441,0.64445,same,control_up
17,-,chr17:1344271-1400377,ENSG00000108953,YWHAE,protein_coding,2,1364924,exon,25531,1344541,utr3,161968,15283,74364,10248,87604,0.3443,-0.34211,0.6,0.46,0.08681,0.08673,skipped,control_down
17,+,chr17:5078247-5096373,ENSG00000180787,ZFP3,protein_coding,2,5094841,utr3,334,5096372,utr3,3090,150,1229,184,1861,0.15045,-0.07856,0.45,0.4,0.86356,0.85071,same,control_down
17,-,chr17:5105540-5123115,ENSG00000167840,ZNF232,protein_coding,2,5106749,intron,703,5105737,utr3,12457,294,5983,409,6474,0.14568,-0.09216,0.42,0.48,0.31185,0.30418,composite,control_down
17,+,chr17:15699576-15720786,ENSG00000187607,ZNF286A,protein_coding,2,15709812,intron,756,15720781,utr3,11271,412,5646,344,5625,0.17988,-0.11895,0.54,0.5,0.23187,0.22701,composite,control_down
17,-,chr17:18658428-18682261,ENSG00000249459,ZNF286B,protein_coding,2,18663475,intron,508,18658431,utr3,1753,245,629,263,1124,0.42165,-0.2883,0.48,0.36,0.03976,0.0379,composite,enhanced
17,+,chr17:36486628-36499309,ENSG00000273611,ZNHIT3,protein_coding,2,36495754,utr3,16364,36498113,utr3,1611,8744,600,7620,1011,0.36908,-0.56623,0.53,0.37,0.00001,0.00001,skipped,enhanced
17,-,chr17:15976559-15999716,ENSG00000214941,ZSWIM7,protein_coding,2,15992461,intron,2155,15977730,utr3,22489,890,8375,1265,14114,0.12489,-0.10983,0.41,0.37,0.83522,0.83433,composite,control_down
18,-,chr18:21650896-21704804,ENSG00000158201,ABHD3,protein_coding,2,21660475,intron,1247,21650903,utr3,24313,806,13555,441,10758,0.26819,-0.21539,0.65,0.56,0.18123,0.17859,composite,control_down
18,-,chr18:47077360-47091279,ENSG00000266957,AC012254.1,antisense_RNA,2,47081368,intron,232,47079673,intron,310,104,122,128,188,0.19763,-0.16725,0.45,0.39,0.82542,0.82179,composite,control_down
18,+,chr18:76491651-76493917,ENSG00000265778,AC018413.1,antisense_RNA,2,76493572,exon,407,76493912,exon,351,180,167,227,184,-0.13141,0.13508,0.44,0.48,0.84382,0.84382,same,control_up
18,-,chr18:49813960-49837622,ENSG00000266997,AC090227.1,protein_coding,2,49826259,intron,12514,49822815,intron,4175,6510,1247,6004,2928,0.6114,-0.6752,0.52,0.3,0,0,composite,enhanced
18,+,chr18:80034345-80097087,ENSG00000267127,AC090360.1,protein_coding,2,80061464,intron,409,80097085,utr3,594,234,211,175,383,0.78611,-0.73072,0.57,0.36,0.11891,0.11711,composite,control_down
18,+,chr18:50988121-51028392,ENSG00000267699,AC091551.1,protein_coding,2,50990912,intron,592,50991462,intron,216,180,79,412,137,-0.16366,0.24602,0.3,0.37,0.39776,0.40776,skipped,control_up
18,+,chr18:68908047-68908598,ENSG00000273584,AC096708.4,sense_intronic,2,68908329,exon,377,68908598,exon,406,200,208,177,198,0.07337,-0.07004,0.53,0.51,0.86173,0.86191,same,control_down
18,-,chr18:49782166-49813959,ENSG00000167315,ACAA2,protein_coding,2,49783504,utr3,34694,49782167,utr3,2212,12478,607,22216,1605,0.21221,-0.29232,0.36,0.27,0.01982,0.02061,same,enhanced
18,+,chr18:904942-912171,ENSG00000141433,ADCYAP1,protein_coding,2,909778,utr3,582,912169,utr3,7313,250,2964,332,4349,0.09911,-0.05462,0.43,0.41,0.82406,0.82963,same,control_down
18,-,chr18:12328943-12377313,ENSG00000141385,AFG3L2,protein_coding,2,12329116,utr3,21112,12328958,utr3,37403,11460,17631,9652,19772,0.19541,-0.1919,0.54,0.47,0.09382,0.09376,same,control_down
18,+,chr18:10454627-10489947,ENSG00000154856,APCDD1,protein_coding,2,10488694,utr3,21508,10489947,utr3,2276,9052,734,12456,1542,0.24328,-0.34339,0.42,0.32,0.01671,0.01733,same,enhanced
18,+,chr18:6729717-6915715,ENSG00000088756,ARHGAP28,protein_coding,2,6898718,utr3,252,6915456,utr3,607,118,297,134,310,0.11042,-0.09029,0.47,0.49,0.53089,0.53089,skipped,control_down
18,+,chr18:35972082-35979285,ENSG00000141428,C18orf21,protein_coding,2,35979046,utr3,2848,35979276,utr3,4843,1543,2257,1305,2586,0.20657,-0.18548,0.54,0.47,0.06032,0.05974,same,control_down
18,+,chr18:54357916-54385217,ENSG00000166845,C18orf54,protein_coding,2,54381083,utr3,925,54382031,utr3,2060,497,981,428,1079,0.23648,-0.1759,0.54,0.48,0.14666,0.1443,same,control_down
18,-,chr18:66501082-66604137,ENSG00000071991,CDH19,protein_coding,2,66503687,utr3,708,66501192,utr3,1401,107,302,601,1099,-0.26672,0.19967,0.15,0.22,0.83383,0.8299,same,control_up
18,-,chr18:50227192-50266521,ENSG00000172361,CFAP53,protein_coding,2,50261691,intron,537,50261187,exon,1234,246,531,291,703,0.12965,-0.10787,0.46,0.43,0.56225,0.55905,composite,control_down
18,+,chr18:3593731-3598351,ENSG00000177337,DLGAP1-AS1,antisense_RNA,2,3596804,exon,1330,3597370,exon,6505,651,3233,679,3272,0.01864,-0.01525,0.49,0.5,0.61893,0.61627,same,control_down
18,+,chr18:2847029-2915992,ENSG00000132205,EMILIN2,protein_coding,2,2848587,intron,4263,2914074,utr3,25043,1830,11269,2433,13774,-0.07546,0.07166,0.43,0.45,0.79589,0.79542,composite,control_up
18,-,chr18:21529280-21600883,ENSG00000141446,ESCO1,protein_coding,2,21560544,intron,281,21557559,intron,436,167,198,114,238,0.43679,-0.37795,0.59,0.45,0.66197,0.66197,composite,control_down
18,+,chr18:36297713-36780054,ENSG00000134775,FHOD3,protein_coding,2,36373290,intron,382,36780054,utr3,2615,278,1808,104,807,-0.03611,0.03126,0.73,0.69,0.34121,0.34559,composite,control_up
